GO_ID,Description,Category,Count,Bg_Count,GeneRatio,BgRatio,RichFactor,P_value,Gene_List,FDR
GO:0008081,phosphoric diester hydrolase activity,MF,3,19,3/1038,19/6466,0.157894737,0.608594376,TGAM01_v200330;TGAM01_v208902;TGAM01_v209965,0.733785712
GO:0016310,phosphorylation,BP,1,12,1/1038,12/6466,0.083333333,0.877763517,TGAM01_v200461,0.908304258
GO:0016773,"phosphotransferase activity, alcohol group as acceptor",MF,4,14,4/1038,14/6466,0.285714286,0.175496339,TGAM01_v203017;TGAM01_v204835;TGAM01_v205257;TGAM01_v208702,0.468708376
GO:0016780,"phosphotransferase activity, for other substituted phosphate groups",MF,2,5,2/1038,5/6466,0.4,0.184448128,TGAM01_v202909;TGAM01_v209556,0.468708376
GO:0005886,plasma membrane,CC,1,10,1/1038,10/6466,0.1,0.82643475,TGAM01_v206892,0.870901712
GO:0004650,polygalacturonase activity,MF,1,6,1/1038,6/6466,0.166666667,0.650190137,TGAM01_v208088,0.747127675
GO:0051731,polynucleotide 5'-hydroxyl-kinase activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v208946,0.528145699
GO:0000272,polysaccharide catabolic process,BP,1,6,1/1038,6/6466,0.166666667,0.650190137,TGAM01_v205385,0.747127675
GO:0005976,polysaccharide metabolic process,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v205385,0.528145699
GO:0006779,porphyrin-containing compound biosynthetic process,BP,2,5,2/1038,5/6466,0.4,0.184448128,TGAM01_v204879;TGAM01_v204923,0.468708376
GO:0045737,positive regulation of cyclin-dependent protein serine/threonine kinase activity,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v202843,0.449154031
GO:1904263,positive regulation of TORC1 signaling,BP,2,2,2/1038,2/6466,1,0.025749683,TGAM01_v205470;TGAM01_v208722,0.449154031
GO:1904668,positive regulation of ubiquitin protein ligase activity,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v207922,0.528145699
GO:0007023,post-chaperonin tubulin folding pathway,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v201650,0.588877171
GO:0031204,"post-translational protein targeting to membrane, translocation",BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v205155,0.528145699
GO:0016272,prefoldin complex,CC,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v210119,0.647903765
GO:0030328,prenylcysteine catabolic process,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200851,0.449154031
GO:0001735,prenylcysteine oxidase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200851,0.449154031
GO:0004657,proline dehydrogenase activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v209042,0.528145699
GO:0000502,proteasome complex,CC,2,3,2/1038,3/6466,0.666666667,0.068995127,TGAM01_v200335;TGAM01_v200807,0.449154031
GO:0005839,proteasome core complex,CC,3,14,3/1038,14/6466,0.214285714,0.395428446,TGAM01_v201548;TGAM01_v204457;TGAM01_v206655,0.588877171
GO:0019773,"proteasome core complex, alpha-subunit complex",CC,2,7,2/1038,7/6466,0.285714286,0.312943106,TGAM01_v201548;TGAM01_v204457,0.542750138
GO:0031144,proteasome localization,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v208627,0.449154031
GO:0005838,proteasome regulatory particle,CC,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v204922,0.528145699
GO:0070682,proteasome regulatory particle assembly,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v203189,0.528145699
GO:0036402,proteasome-activating activity,MF,1,6,1/1038,6/6466,0.166666667,0.650190137,TGAM01_v200798,0.747127675
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,BP,2,8,2/1038,8/6466,0.25,0.376112745,TGAM01_v206655;TGAM01_v209675,0.588877171
GO:0005515,protein binding,MF,128,730,128/1038,730/6466,0.175342466,0.135231997,TGAM01_v200017;TGAM01_v200035;TGAM01_v200090;TGAM01_v200188;TGAM01_v200347;TGAM01_v200365;TGAM01_v200435;TGAM01_v200451;TGAM01_v200461;TGAM01_v200615;TGAM01_v200676;TGAM01_v200677;TGAM01_v200680;TGAM01_v200686;TGAM01_v200712;TGAM01_v200736;TGAM01_v200743;TGAM01_v200790;TGAM01_v200808;TGAM01_v200853;TGAM01_v201005;TGAM01_v201034;TGAM01_v201183;TGAM01_v201185;TGAM01_v201319;TGAM01_v201585;TGAM01_v201589;TGAM01_v201634;TGAM01_v201868;TGAM01_v202225;TGAM01_v202227;TGAM01_v202374;TGAM01_v202376;TGAM01_v202432;TGAM01_v202433;TGAM01_v202873;TGAM01_v202931;TGAM01_v203016;TGAM01_v203114;TGAM01_v203115;TGAM01_v203140;TGAM01_v203203;TGAM01_v203209;TGAM01_v203210;TGAM01_v203366;TGAM01_v203369;TGAM01_v203392;TGAM01_v203518;TGAM01_v203558;TGAM01_v203559;TGAM01_v203724;TGAM01_v203739;TGAM01_v203861;TGAM01_v203896;TGAM01_v203899;TGAM01_v204090;TGAM01_v204116;TGAM01_v204235;TGAM01_v204578;TGAM01_v204839;TGAM01_v204843;TGAM01_v204909;TGAM01_v204922;TGAM01_v204932;TGAM01_v205167;TGAM01_v205369;TGAM01_v205386;TGAM01_v205409;TGAM01_v205470;TGAM01_v205520;TGAM01_v205583;TGAM01_v205710;TGAM01_v205724;TGAM01_v205728;TGAM01_v205731;TGAM01_v205969;TGAM01_v206147;TGAM01_v206149;TGAM01_v206446;TGAM01_v206475;TGAM01_v206672;TGAM01_v206994;TGAM01_v207000;TGAM01_v207129;TGAM01_v207170;TGAM01_v207305;TGAM01_v207490;TGAM01_v207548;TGAM01_v207574;TGAM01_v207609;TGAM01_v207751;TGAM01_v207834;TGAM01_v207922;TGAM01_v207924;TGAM01_v207983;TGAM01_v207984;TGAM01_v208058;TGAM01_v208258;TGAM01_v208323;TGAM01_v208408;TGAM01_v208589;TGAM01_v208591;TGAM01_v208625;TGAM01_v208722;TGAM01_v208859;TGAM01_v208903;TGAM01_v208988;TGAM01_v209140;TGAM01_v209240;TGAM01_v209516;TGAM01_v209672;TGAM01_v209675;TGAM01_v209684;TGAM01_v209686;TGAM01_v209940;TGAM01_v210011;TGAM01_v210063;TGAM01_v210120;TGAM01_v210168;TGAM01_v210353;TGAM01_v210378;TGAM01_v210385;TGAM01_v210576;TGAM01_v210578;TGAM01_v210652;TGAM01_v210668;TGAM01_v210681;TGAM01_v210706,0.449154031
GO:0030163,protein catabolic process,BP,1,9,1/1038,9/6466,0.111111111,0.793188629,TGAM01_v200798,0.84473537
GO:0000338,protein deneddylation,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v210309,0.528145699
GO:0006470,protein dephosphorylation,BP,1,16,1/1038,16/6466,0.0625,0.93939308,TGAM01_v200896,0.952838112
GO:0016579,protein deubiquitination,BP,4,15,4/1038,15/6466,0.266666667,0.210776831,TGAM01_v200676;TGAM01_v207071;TGAM01_v209303;TGAM01_v209675,0.52727039
GO:0046983,protein dimerization activity,MF,4,21,4/1038,21/6466,0.19047619,0.442337563,TGAM01_v203012;TGAM01_v206267;TGAM01_v208321;TGAM01_v208514,0.623152743
GO:0006457,protein folding,BP,10,33,10/1038,33/6466,0.303030303,0.02970611,TGAM01_v200730;TGAM01_v201633;TGAM01_v203203;TGAM01_v203210;TGAM01_v203742;TGAM01_v203947;TGAM01_v206951;TGAM01_v208289;TGAM01_v209931;TGAM01_v210119,0.449154031
GO:0018344,protein geranylgeranylation,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v208197,0.528145699
GO:0046982,protein heterodimerization activity,MF,6,27,6/1038,27/6466,0.222222222,0.258113995,TGAM01_v200731;TGAM01_v200806;TGAM01_v207306;TGAM01_v208199;TGAM01_v210584;TGAM01_v210607,0.528145699
GO:0017183,protein histidyl modification to diphthamide,BP,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v209791,0.647903765
GO:0042803,protein homodimerization activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v208312,0.528145699
GO:0051260,protein homooligomerization,BP,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v201509,0.647903765
GO:0030150,protein import into mitochondrial matrix,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v200557,0.588877171
GO:0006606,protein import into nucleus,BP,1,7,1/1038,7/6466,0.142857143,0.706397976,TGAM01_v203095,0.786737274
GO:0016560,"protein import into peroxisome matrix, docking",BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v210578,0.588877171
GO:0004672,protein kinase activity,MF,17,114,17/1038,114/6466,0.149122807,0.670300624,TGAM01_v200035;TGAM01_v200244;TGAM01_v200561;TGAM01_v200713;TGAM01_v201635;TGAM01_v202429;TGAM01_v202810;TGAM01_v204795;TGAM01_v205164;TGAM01_v208771;TGAM01_v208804;TGAM01_v209285;TGAM01_v209380;TGAM01_v210277;TGAM01_v210585;TGAM01_v210665;TGAM01_v211146,0.766739888
GO:0072659,protein localization to plasma membrane,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v208458,0.449154031
GO:0006464,protein modification process,BP,1,7,1/1038,7/6466,0.142857143,0.706397976,TGAM01_v210652,0.786737274
GO:0006493,protein O-linked glycosylation,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v202310,0.588877171
GO:0000413,protein peptidyl-prolyl isomerization,BP,4,11,4/1038,11/6466,0.363636364,0.085242562,TGAM01_v200730;TGAM01_v203203;TGAM01_v208289;TGAM01_v209931,0.449154031
GO:0019903,protein phosphatase binding,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v204591,0.449154031
GO:0019888,protein phosphatase regulator activity,MF,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v210120,0.647903765
GO:0000159,protein phosphatase type 2A complex,CC,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v210120,0.528145699
GO:0006468,protein phosphorylation,BP,17,114,17/1038,114/6466,0.149122807,0.670300624,TGAM01_v200035;TGAM01_v200244;TGAM01_v200561;TGAM01_v200713;TGAM01_v201635;TGAM01_v202429;TGAM01_v202810;TGAM01_v204795;TGAM01_v205164;TGAM01_v208771;TGAM01_v208804;TGAM01_v209285;TGAM01_v209380;TGAM01_v210277;TGAM01_v210585;TGAM01_v210665;TGAM01_v211146,0.766739888
GO:0018342,protein prenylation,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v208197,0.588877171
GO:0008318,protein prenyltransferase activity,MF,1,6,1/1038,6/6466,0.166666667,0.650190137,TGAM01_v208197,0.747127675
GO:0006621,protein retention in ER lumen,BP,2,2,2/1038,2/6466,1,0.025749683,TGAM01_v202838;TGAM01_v208187,0.449154031
GO:0004674,protein serine/threonine kinase activity,MF,4,24,4/1038,24/6466,0.166666667,0.552725318,TGAM01_v204795;TGAM01_v205164;TGAM01_v208771;TGAM01_v209140,0.700060616
GO:0004865,protein serine/threonine phosphatase inhibitor activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v205387,0.449154031
GO:0045047,protein targeting to ER,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v208244,0.449154031
GO:0006625,protein targeting to peroxisome,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v210153,0.528145699
GO:0006623,protein targeting to vacuole,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v200017,0.588877171
GO:0008320,protein transmembrane transporter activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200557,0.449154031
GO:0004725,protein tyrosine phosphatase activity,MF,3,14,3/1038,14/6466,0.214285714,0.395428446,TGAM01_v200896;TGAM01_v205471;TGAM01_v205699,0.588877171
GO:0016567,protein ubiquitination,BP,2,16,2/1038,16/6466,0.125,0.753440793,TGAM01_v205969;TGAM01_v209931,0.81773785
GO:0044877,protein-containing complex binding,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v209140,0.449154031
GO:0051087,protein-folding chaperone binding,MF,2,6,2/1038,6/6466,0.333333333,0.248453861,TGAM01_v205535;TGAM01_v206502,0.528145699
GO:0016279,protein-lysine N-methyltransferase activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v209304,0.528145699
GO:0036054,protein-malonyllysine demalonylase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v205481,0.449154031
GO:0036055,protein-succinyllysine desuccinylase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v205481,0.449154031
GO:0006508,proteolysis,BP,19,151,19/1038,151/6466,0.125827815,0.904347744,TGAM01_v200728;TGAM01_v201394;TGAM01_v202232;TGAM01_v202656;TGAM01_v203600;TGAM01_v203971;TGAM01_v204570;TGAM01_v204839;TGAM01_v205997;TGAM01_v206891;TGAM01_v206893;TGAM01_v207015;TGAM01_v207107;TGAM01_v208509;TGAM01_v208589;TGAM01_v210257;TGAM01_v210291;TGAM01_v210533;TGAM01_v210714,0.931014408
GO:0015986,proton motive force-driven ATP synthesis,BP,3,14,3/1038,14/6466,0.214285714,0.395428446,TGAM01_v201166;TGAM01_v210840;TGAM01_v210999,0.588877171
GO:1902600,proton transmembrane transport,BP,5,22,5/1038,22/6466,0.227272727,0.27167043,TGAM01_v202388;TGAM01_v208262;TGAM01_v210002;TGAM01_v210840;TGAM01_v210999,0.528145699
GO:0015078,proton transmembrane transporter activity,MF,1,15,1/1038,15/6466,0.066666667,0.927771062,TGAM01_v210002,0.944233413
GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism",MF,3,7,3/1038,7/6466,0.428571429,0.087230751,TGAM01_v201166;TGAM01_v210840;TGAM01_v210999,0.449154031
GO:0033177,"proton-transporting two-sector ATPase complex, proton-transporting domain",CC,1,5,1/1038,5/6466,0.2,0.583234091,TGAM01_v210002,0.709601478
GO:0033179,"proton-transporting V-type ATPase, V0 domain",CC,1,9,1/1038,9/6466,0.111111111,0.793188629,TGAM01_v210002,0.84473537
GO:0033180,"proton-transporting V-type ATPase, V1 domain",CC,1,5,1/1038,5/6466,0.2,0.583234091,TGAM01_v208262,0.709601478
GO:0000974,Prp19 complex,CC,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v205969,0.449154031
GO:0001522,pseudouridine synthesis,BP,1,7,1/1038,7/6466,0.142857143,0.706397976,TGAM01_v206583,0.786737274
GO:0004730,pseudouridylate synthase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v203206,0.449154031
GO:0005388,P-type calcium transporter activity,MF,2,4,2/1038,4/6466,0.5,0.123465117,TGAM01_v208806;TGAM01_v210433,0.449154031
GO:0017076,purine nucleotide binding,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200984,0.449154031
GO:0006164,purine nucleotide biosynthetic process,BP,1,6,1/1038,6/6466,0.166666667,0.650190137,TGAM01_v200016,0.747127675
GO:0006166,purine ribonucleoside salvage,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v203017,0.449154031
GO:0009443,pyridoxal 5'-phosphate salvage,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v207293,0.449154031
GO:0008478,pyridoxal kinase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v207293,0.449154031
GO:0030170,pyridoxal phosphate binding,MF,8,65,8/1038,65/6466,0.123076923,0.840899187,TGAM01_v202539;TGAM01_v202992;TGAM01_v203820;TGAM01_v204315;TGAM01_v204786;TGAM01_v209323;TGAM01_v210377;TGAM01_v210432,0.882669343
GO:0042823,pyridoxal phosphate biosynthetic process,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v204147,0.528145699
GO:0090481,pyrimidine nucleotide-sugar transmembrane transport,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v203517,0.528145699
GO:0015165,pyrimidine nucleotide-sugar transmembrane transporter activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v203517,0.528145699
GO:0016462,pyrophosphatase activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v209679,0.528145699
GO:0006086,pyruvate decarboxylation to acetyl-CoA,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v206279,0.528145699
GO:0004739,pyruvate dehydrogenase (acetyl-transferring) activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v206279,0.528145699
GO:0097255,R2TP complex,CC,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v210605,0.449154031
GO:0005968,Rab-protein geranylgeranyltransferase complex,CC,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v208197,0.449154031
GO:0016857,"racemase and epimerase activity, acting on carbohydrates and derivatives",MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v207169,0.528145699
GO:0051726,regulation of cell cycle,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v209142,0.588877171
GO:0006275,regulation of DNA replication,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v207292,0.449154031
GO:0006355,regulation of DNA-templated transcription,BP,61,441,61/1038,441/6466,0.138321995,0.918740132,TGAM01_v200082;TGAM01_v200478;TGAM01_v200590;TGAM01_v200627;TGAM01_v200652;TGAM01_v200809;TGAM01_v200850;TGAM01_v200977;TGAM01_v201029;TGAM01_v201136;TGAM01_v201279;TGAM01_v201457;TGAM01_v201916;TGAM01_v201936;TGAM01_v202027;TGAM01_v202239;TGAM01_v202263;TGAM01_v202356;TGAM01_v202920;TGAM01_v203073;TGAM01_v203092;TGAM01_v203518;TGAM01_v203556;TGAM01_v203822;TGAM01_v203970;TGAM01_v204045;TGAM01_v204047;TGAM01_v204313;TGAM01_v204319;TGAM01_v204322;TGAM01_v204568;TGAM01_v205513;TGAM01_v205563;TGAM01_v205870;TGAM01_v206026;TGAM01_v206411;TGAM01_v206502;TGAM01_v207022;TGAM01_v207056;TGAM01_v207610;TGAM01_v207762;TGAM01_v207778;TGAM01_v207839;TGAM01_v207975;TGAM01_v208083;TGAM01_v208085;TGAM01_v208092;TGAM01_v208147;TGAM01_v208242;TGAM01_v208511;TGAM01_v208538;TGAM01_v209018;TGAM01_v209473;TGAM01_v209613;TGAM01_v210112;TGAM01_v210357;TGAM01_v210384;TGAM01_v210394;TGAM01_v210395;TGAM01_v210751;TGAM01_v210800,0.938611101
GO:0010468,regulation of gene expression,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v208750,0.449154031
GO:0043087,regulation of GTPase activity,BP,2,5,2/1038,5/6466,0.4,0.184448128,TGAM01_v200435;TGAM01_v209442,0.468708376
GO:0006885,regulation of pH,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v204831,0.449154031
GO:0042176,regulation of protein catabolic process,BP,2,3,2/1038,3/6466,0.666666667,0.068995127,TGAM01_v200335;TGAM01_v200807,0.449154031
GO:0045859,regulation of protein kinase activity,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200680,0.449154031
GO:0006357,regulation of transcription by RNA polymerase II,BP,1,26,1/1038,26/6466,0.038461538,0.989530615,TGAM01_v202334,0.992001353
GO:0006450,regulation of translational fidelity,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v205388,0.528145699
GO:0009408,response to heat,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v201633,0.588877171
GO:0051409,response to nitrosative stress,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v206725,0.528145699
GO:0042147,"retrograde transport, endosome to Golgi",BP,2,7,2/1038,7/6466,0.285714286,0.312943106,TGAM01_v203079;TGAM01_v210409,0.542750138
GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",BP,3,9,3/1038,9/6466,0.333333333,0.163969181,TGAM01_v205368;TGAM01_v205694;TGAM01_v207919,0.454025008
GO:0030904,retromer complex,CC,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v210409,0.528145699
GO:0005094,Rho GDP-dissociation inhibitor activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v204020,0.449154031
GO:0009231,riboflavin biosynthetic process,BP,2,6,2/1038,6/6466,0.333333333,0.248453861,TGAM01_v206881;TGAM01_v207908,0.528145699
GO:0004747,ribokinase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v201773,0.449154031
GO:0004525,ribonuclease III activity,MF,1,6,1/1038,6/6466,0.166666667,0.650190137,TGAM01_v204459,0.747127675
GO:0000172,ribonuclease MRP complex,CC,1,5,1/1038,5/6466,0.2,0.583234091,TGAM01_v210954,0.709601478
GO:0033897,ribonuclease T2 activity,MF,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v207455,0.647903765
GO:1990904,ribonucleoprotein complex,CC,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v200990,0.647903765
GO:0032549,ribonucleoside binding,MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v206650,0.588877171
GO:0009156,ribonucleoside monophosphate biosynthetic process,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v205491,0.528145699
GO:0004749,ribose phosphate diphosphokinase activity,MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v205491,0.588877171
GO:0004751,ribose-5-phosphate isomerase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v203067,0.449154031
GO:0000027,ribosomal large subunit assembly,BP,2,3,2/1038,3/6466,0.666666667,0.068995127,TGAM01_v203620;TGAM01_v205116,0.449154031
GO:0042274,ribosomal small subunit biogenesis,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v206581,0.528145699
GO:0005840,ribosome,CC,10,100,10/1038,100/6466,0.1,0.970339268,TGAM01_v200245;TGAM01_v200493;TGAM01_v200500;TGAM01_v200685;TGAM01_v200729;TGAM01_v201863;TGAM01_v203785;TGAM01_v204993;TGAM01_v205358;TGAM01_v208185,0.975197037
GO:0043022,ribosome binding,MF,2,9,2/1038,9/6466,0.222222222,0.436725192,TGAM01_v202835;TGAM01_v207749,0.622895789
GO:0042254,ribosome biogenesis,BP,3,15,3/1038,15/6466,0.2,0.441591349,TGAM01_v200990;TGAM01_v206583;TGAM01_v210150,0.623152743
GO:0034066,Ric1-Rgp1 guanyl-nucleotide exchange factor complex,CC,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v210378,0.449154031
GO:0003723,RNA binding,MF,20,115,20/1038,115/6466,0.173913043,0.385108031,TGAM01_v200462;TGAM01_v200729;TGAM01_v201034;TGAM01_v202311;TGAM01_v202515;TGAM01_v203086;TGAM01_v203089;TGAM01_v203785;TGAM01_v204993;TGAM01_v205130;TGAM01_v205582;TGAM01_v205698;TGAM01_v205700;TGAM01_v205710;TGAM01_v207455;TGAM01_v208185;TGAM01_v209289;TGAM01_v209627;TGAM01_v210325;TGAM01_v211150,0.588877171
GO:0004521,RNA endonuclease activity,MF,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v206581,0.647903765
GO:0016891,"RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism",MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v204459,0.528145699
GO:0003724,RNA helicase activity,MF,6,24,6/1038,24/6466,0.25,0.175860944,TGAM01_v200787;TGAM01_v201736;TGAM01_v201857;TGAM01_v202800;TGAM01_v207824;TGAM01_v211150,0.468708376
GO:0004540,RNA nuclease activity,MF,1,7,1/1038,7/6466,0.142857143,0.706397976,TGAM01_v205130,0.786737274
GO:0008353,RNA polymerase II CTD heptapeptide repeat kinase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200713,0.449154031
GO:0006396,RNA processing,BP,5,39,5/1038,39/6466,0.128205128,0.773163748,TGAM01_v202311;TGAM01_v204459;TGAM01_v204833;TGAM01_v208946;TGAM01_v210954,0.834476464
GO:0003968,RNA-directed RNA polymerase activity,MF,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v208743,0.647903765
GO:0004523,RNA-DNA hybrid ribonuclease activity,MF,1,5,1/1038,5/6466,0.2,0.583234091,TGAM01_v210883,0.709601478
GO:0019843,rRNA binding,MF,3,10,3/1038,10/6466,0.3,0.207731799,TGAM01_v205116;TGAM01_v205358;TGAM01_v211149,0.522911081
GO:0042134,rRNA primary transcript binding,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v211149,0.528145699
GO:0006364,rRNA processing,BP,5,27,5/1038,27/6466,0.185185185,0.441702286,TGAM01_v205046;TGAM01_v205116;TGAM01_v207751;TGAM01_v209245;TGAM01_v211149,0.623152743
GO:0031213,RSF complex,CC,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v210112,0.449154031
GO:0051903,S-(hydroxymethyl)glutathione dehydrogenase [NAD(P)+] activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v208570,0.449154031
GO:0004754,"saccharopine dehydrogenase (NAD+, L-lysine-forming) activity",MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v202603,0.449154031
GO:0000124,SAGA complex,CC,1,5,1/1038,5/6466,0.2,0.583234091,TGAM01_v200806,0.709601478
GO:0070461,SAGA-type complex,CC,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v201068,0.449154031
GO:0019005,SCF ubiquitin ligase complex,CC,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v200365,0.528145699
GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v200365,0.528145699
GO:0031207,Sec62/Sec63 complex,CC,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v205155,0.449154031
GO:0043565,sequence-specific DNA binding,MF,3,19,3/1038,19/6466,0.157894737,0.608594376,TGAM01_v202920;TGAM01_v203073;TGAM01_v203556,0.733785712
GO:0004828,serine-tRNA ligase activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v207906,0.528145699
GO:0004185,serine-type carboxypeptidase activity,MF,1,9,1/1038,9/6466,0.111111111,0.793188629,TGAM01_v210291,0.84473537
GO:0004252,serine-type endopeptidase activity,MF,9,60,9/1038,60/6466,0.15,0.642605546,TGAM01_v201394;TGAM01_v202232;TGAM01_v202656;TGAM01_v203188;TGAM01_v204570;TGAM01_v206891;TGAM01_v208589;TGAM01_v210257;TGAM01_v210714,0.747127675
GO:0008236,serine-type peptidase activity,MF,8,58,8/1038,58/6466,0.137931034,0.734462263,TGAM01_v201394;TGAM01_v202232;TGAM01_v202656;TGAM01_v204570;TGAM01_v206891;TGAM01_v206893;TGAM01_v208589;TGAM01_v210714,0.812359776
GO:0006434,seryl-tRNA aminoacylation,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v207906,0.528145699
GO:0048188,Set1C/COMPASS complex,CC,2,6,2/1038,6/6466,0.333333333,0.248453861,TGAM01_v200736;TGAM01_v205728,0.528145699
GO:0005787,signal peptidase complex,CC,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v205803,0.588877171
GO:0048500,signal recognition particle,CC,1,5,1/1038,5/6466,0.2,0.583234091,TGAM01_v206475,0.709601478
GO:0007165,signal transduction,BP,9,42,9/1038,42/6466,0.214285714,0.222747982,TGAM01_v200435;TGAM01_v200461;TGAM01_v200680;TGAM01_v207907;TGAM01_v209516;TGAM01_v209536;TGAM01_v209965;TGAM01_v210149;TGAM01_v210952,0.528145699
GO:0019354,siroheme biosynthetic process,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v204879,0.528145699
GO:0007062,sister chromatid cohesion,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v202431,0.588877171
GO:0046695,SLIK (SAGA-like) complex,CC,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v200806,0.588877171
